,Disparate Impact,Statistical Parity Difference,Coefficient of Variation,Generalized Entropy Index,Theil Index,Equal Opportunity Difference,Error Rate,False Discovery Rate,Consistency,Smoothed Empirical Differential Fairness,Differential Fairness Bias Amplification
0,0.7990997575127154,-0.1139575496529903,0.6922444522009515,0.2396011908014977,0.3325006931672756,-0.0802185117043032,0.4900468384074942,0.4869169510807736,0.9519516003122568,0.2934255907734742,-0.0597254463515676
1,0.7761212453710054,-0.1272083979519471,0.696278008333171,0.2424015324442037,0.3360658956261725,-0.1084236081461543,0.485655737704918,0.4767641996557659,0.9538641686182676,0.2816783632755752,-0.0235261417929421
2,0.8119793193923506,-0.105574369630365,0.6898506081971518,0.2379469308149901,0.3300774450697802,-0.0869296534528434,0.4835089773614364,0.4785252755606233,0.9528103044496492,0.2752405340665141,-0.0595550933203071
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1697724566251164,0.0
4,1.1365181873297174,0.0684731236256988,0.6922444522009515,0.2396011908014977,0.3325006931672756,0.1923903981423727,0.4900468384074942,0.4869169510807736,0.9519516003122568,0.0251226023864274,0.1225720716203145
5,1.159519535731156,0.0807351039798074,0.683288514138522,0.2334415967768145,0.3239581587104077,0.2054494378282335,0.4804839968774395,0.4752530933633296,0.9503512880562068,0.0481103204717907,0.1302679470018924
6,1.1459551562560508,0.0727418003836845,0.6967583397381919,0.2427360919973608,0.3366669589591735,0.1775044253214532,0.4904371584699454,0.4840800762631077,0.9496877439500396,0.0208514090006879,0.1357320043459927
7,1.0,0.0,0.319869193701785,0.051158150539715,0.044032690960202,0.0,0.1675448868071819,0.1675448868071818,0.9999024199843872,0.4357984995436084,1.0285385685826751
8,1.056105878257578,0.0322993745972549,0.6922444522009515,0.2396011908014977,0.3325006931672756,0.0491034038440888,0.4900468384074942,0.4869169510807736,0.9519516003122568,0.6896713627602191,-0.2748631200358283
9,1.0149366541894616,0.0086914635167965,0.6839982263906668,0.2339267868527889,0.3246747126505021,-0.042354702930225,0.4825331772053083,0.4855348306052531,0.9530054644808748,0.7205920440680733,-0.33485598051226
10,1.113568599912509,0.0654775040860179,0.6825353713531362,0.2329272665740818,0.3234631617517801,0.0893865629427123,0.4861436377829821,0.4868864743349569,0.9516978922716632,0.6781683040874966,-0.1865964868718782
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7545085319638298,0.0
