timestamp,trial,epoch,accuracy,val_accuracy,conv_filters,kernel_size,dropout,dense_units,learning_rate
2025-02-22 22:06:33,2,1,0.6818612813949585,0.7700364589691162,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:06:39,2,2,0.7933255434036255,0.8194769620895386,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:06:44,2,3,0.826084554195404,0.8371714949607849,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:06:49,2,4,0.8421852588653564,0.8594197034835815,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:06:54,2,5,0.8529887199401855,0.8490111827850342,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:06:59,2,6,0.8613666892051697,0.8719750046730042,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:05,2,7,0.8682251572608948,0.8797814249992371,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:10,2,8,0.8723653554916382,0.8598750829696655,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:15,2,9,0.8775370717048645,0.8815378546714783,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:20,2,10,0.8796838521957397,0.8797814249992371,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:25,2,11,0.8825275897979736,0.8909055590629578,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:31,2,12,0.8857337832450867,0.8770492076873779,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:36,2,13,0.8888145685195923,0.8901249170303345,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:41,2,14,0.8899994492530823,0.8961098194122314,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:46,2,15,0.891978919506073,0.8948087692260742,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:51,2,16,0.8939862847328186,0.8955894112586975,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:07:57,2,17,0.8959378600120544,0.8931823968887329,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:02,2,18,0.8969275951385498,0.8920114636421204,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:07,2,19,0.8994786143302917,0.8950039148330688,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:12,2,20,0.8997713923454285,0.9024199843406677,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:17,2,21,0.9014720916748047,0.8927921056747437,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:23,2,22,0.9025872349739075,0.909185528755188,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:28,2,23,0.9024618268013,0.8843351602554321,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:33,2,24,0.9031170010566711,0.9059979319572449,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:38,2,25,0.9067134857177734,0.9065833687782288,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:43,2,26,0.9067692756652832,0.9102914333343506,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:48,2,27,0.9069225788116455,0.9004684090614319,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:54,2,28,0.9085814356803894,0.910096287727356,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:08:59,2,29,0.9092645049095154,0.9058027863502502,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:04,2,30,0.9085396528244019,0.8947436809539795,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:09,2,31,0.9237342476844788,0.9213504791259766,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:14,2,32,0.9251143336296082,0.9167317152023315,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:20,2,33,0.9267313480377197,0.9203096628189087,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:25,2,34,0.9278465509414673,0.9243429899215698,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:30,2,35,0.9291011691093445,0.9238876104354858,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:35,2,36,0.9296866059303284,0.9244080185890198,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:41,2,37,0.9291151165962219,0.9205048084259033,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:46,2,38,0.930272102355957,0.9240827560424805,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:51,2,39,0.9306345582008362,0.9268800616264343,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:09:56,2,40,0.9306345582008362,0.9240176677703857,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:02,2,41,0.9308993816375732,0.9203746914863586,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:07,2,42,0.9315406680107117,0.9234972596168518,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:12,2,43,0.9316521883010864,0.9244730472564697,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:17,2,44,0.9347050189971924,0.9296122789382935,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:22,2,45,0.9352626204490662,0.9266848564147949,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:28,2,46,0.9358760118484497,0.9303929209709167,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:33,2,47,0.9369354248046875,0.9283112287521362,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:38,2,48,0.9356669187545776,0.9299375414848328,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:43,2,49,0.9362802505493164,0.9275956153869629,96,5,0.2,160,0.0004953080412862715
2025-02-22 22:10:48,2,50,0.9358062744140625,0.9290267825126648,96,5,0.2,160,0.0004953080412862715
2025-02-22 23:13:47,3,1,0.714411199092865,0.8063362240791321,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:13:52,3,2,0.8186823725700378,0.8201274871826172,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:13:56,3,3,0.8427985906600952,0.823835551738739,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:01,3,4,0.854131817817688,0.8229898810386658,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:06,3,5,0.8640152812004089,0.8639084100723267,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:10,3,6,0.8709434866905212,0.857858419418335,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:15,3,7,0.8778716325759888,0.8711943626403809,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:19,3,8,0.8815378546714783,0.8776997327804565,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:24,3,9,0.8846046328544617,0.8780249953269958,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:29,3,10,0.8864307999610901,0.8646239638328552,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:33,3,11,0.8902642726898193,0.8962399363517761,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:38,3,12,0.8919649720191956,0.8844652771949768,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:42,3,13,0.8941396474838257,0.8970205783843994,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:47,3,14,0.8953105807304382,0.8855711817741394,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:52,3,15,0.8982519507408142,0.8673562407493591,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:14:56,3,16,0.9161508679389954,0.909185528755188,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:01,3,17,0.9200122952461243,0.919268786907196,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:05,3,18,0.9205977320671082,0.9130887389183044,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:10,3,19,0.9223681092262268,0.9143247604370117,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:14,3,20,0.9232184886932373,0.9115274548530579,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:19,3,21,0.9236645698547363,0.9129586219787598,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:24,3,22,0.9276653528213501,0.9218058586120605,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:28,3,23,0.9286550879478455,0.9204397797584534,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:33,3,24,0.928696870803833,0.91972416639328,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:38,3,25,0.9288502335548401,0.921090304851532,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:42,3,26,0.9298399686813354,0.9184231162071228,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:47,3,27,0.9302302598953247,0.9207650423049927,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:51,3,28,0.9296448230743408,0.9216758012771606,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:15:56,3,29,0.9310527443885803,0.9218058586120605,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:01,3,30,0.9300909042358398,0.9208951592445374,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:05,3,31,0.9306066632270813,0.9220010638237,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:10,3,32,0.9304533004760742,0.9213504791259766,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:15,3,33,0.9303836226463318,0.9212204217910767,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:19,3,34,0.9312061071395874,0.9229117631912231,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:24,3,35,0.9304533004760742,0.9221311211585999,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:28,3,36,0.9314709305763245,0.9235623478889465,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:33,3,37,0.9311503171920776,0.9221311211585999,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:38,3,38,0.9300072193145752,0.9208300709724426,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:42,3,39,0.9312061071395874,0.9220660924911499,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:47,3,40,0.9302302598953247,0.9225214719772339,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:51,3,41,0.9308436512947083,0.9224564433097839,64,5,0.1,256,0.0003293324674563212
2025-02-22 23:16:56,3,42,0.9310666918754578,0.9209601879119873,64,5,0.1,256,0.0003293324674563212
2025-02-23 00:22:25,4,1,0.6866008639335632,0.7799245119094849,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:30,4,2,0.8009786009788513,0.812776505947113,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:34,4,3,0.8267815113067627,0.8433515429496765,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:39,4,4,0.8402336239814758,0.8346344232559204,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:44,4,5,0.8488067388534546,0.8387327790260315,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:48,4,6,0.8563343286514282,0.8689175248146057,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:53,4,7,0.8620915412902832,0.8569477200508118,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:22:58,4,8,0.8679324388504028,0.8780249953269958,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:03,4,9,0.8718077540397644,0.8776346445083618,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:07,4,10,0.8748605847358704,0.8799765706062317,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:12,4,11,0.876575231552124,0.8768540024757385,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:17,4,12,0.8781365156173706,0.8791959285736084,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:21,4,13,0.8805620670318604,0.8790007829666138,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:26,4,14,0.8831130862236023,0.8859614729881287,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:31,4,15,0.8863611221313477,0.8927921056747437,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:36,4,16,0.8882151246070862,0.9002081751823425,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:40,4,17,0.8895394206047058,0.8903200626373291,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:45,4,18,0.8902921676635742,0.8842700719833374,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:50,4,19,0.8921462297439575,0.9005334377288818,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:54,4,20,0.8933032155036926,0.898191511631012,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:23:59,4,21,0.8943905234336853,0.8879131078720093,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:04,4,22,0.8957706093788147,0.8879131078720093,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:09,4,23,0.8980706930160522,0.8969554901123047,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:13,4,24,0.9126798510551453,0.9092505574226379,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:18,4,25,0.9149101972579956,0.9125683307647705,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:23,4,26,0.9163042306900024,0.9132838845252991,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:28,4,27,0.9176285266876221,0.9135441184043884,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:33,4,28,0.9183533787727356,0.9186833500862122,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:37,4,29,0.919733464717865,0.914650022983551,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:42,4,30,0.91860431432724,0.9167967438697815,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:47,4,31,0.9192177057266235,0.9195290207862854,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:51,4,32,0.920416533946991,0.9175123572349548,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:24:56,4,33,0.9214898943901062,0.9179027080535889,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:01,4,34,0.9215317368507385,0.9197892546653748,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:05,4,35,0.9215874671936035,0.920699954032898,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:10,4,36,0.9219359755516052,0.9221962094306946,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:15,4,37,0.9217965602874756,0.9171870946884155,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:19,4,38,0.9225075244903564,0.9236924052238464,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:24,4,39,0.9225214719772339,0.9205048084259033,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:29,4,40,0.923176646232605,0.9236273765563965,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:34,4,41,0.922939658164978,0.9240176677703857,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:38,4,42,0.9239851832389832,0.9131537675857544,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:43,4,43,0.9279999136924744,0.9267499446868896,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:48,4,44,0.9286829233169556,0.9267499446868896,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:52,4,45,0.9283623099327087,0.9267499446868896,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:25:57,4,46,0.928878128528595,0.9268800616264343,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:26:02,4,47,0.9290453791618347,0.9279208779335022,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:26:07,4,48,0.9298818111419678,0.9278558492660522,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:26:11,4,49,0.9288362860679626,0.9272053241729736,128,3,0.2,192,0.0007086655212727094
2025-02-23 00:26:16,4,50,0.9286829233169556,0.9277907609939575,128,3,0.2,192,0.0007086655212727094
